Order ID,Order Date,Account Manager,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,Sales,Units Sold,Discount,Profit,Year,Month,Quarter
EMEA-2023-132934,21-06-2023,Stewart Hart,United Kingdom,Leicester,EMEA,UKIR,Nestle,1089,Consumer Products,SMB,ContactMatcher,51.312,3,0.2,18.6006,2023,6,2
AMER-2023-133256,27-06-2023,David Lee,Brazil,Ṣo Paulo,AMER,LATAM,BMW,1039,Manufacturing,Enterprise,Support,4.54,1,0,2.043,2023,6,2
AMER-2023-133256,27-06-2023,David Lee,Brazil,Ṣo Paulo,AMER,LATAM,BMW,1039,Manufacturing,Enterprise,ChatBot Plugin,15.92,4,0,5.4128,2023,6,2
AMER-2022-105494,11-11-2022,Melanie Chapman,United States,Los Angeles,AMER,NAMER,Wells Fargo,1099,Finance,Strategic,Marketing Suite - Gold,155.82,7,0,42.0714,2022,11,4
AMER-2022-105494,11-11-2022,Melanie Chapman,United States,Los Angeles,AMER,NAMER,Wells Fargo,1099,Finance,Strategic,ContactMatcher,70.008,3,0.2,24.5028,2022,11,4
APJ-2022-140634,04-10-2022,Austin Peters,Japan,Tokyo,APJ,JAPN,Lowes,1060,Retail,SMB,SaaS Connector Pack - Gold,15.648,2,0.2,5.0856,2022,10,4
EMEA-2023-160983,30-10-2023,Robert McGrath,United Kingdom,Cardiff,EMEA,UKIR,Walgreens,1095,Retail,Strategic,Support,46.96,8,0,22.5408,2023,10,4
APJ-2023-150959,12-11-2023,Sally Wallace,Japan,Chiba,APJ,JAPN,Tyson Foods,1088,Consumer Products,SMB,FinanceHub,10.44,5,0.2,3.393,2023,11,4
APJ-2023-132353,16-09-2023,Anthony Sanderson,Australia,Sydney,APJ,ANZ,American Express,1005,Finance,SMB,Site Analytics,323.976,3,0.2,20.2485,2023,9,3
AMER-2022-130477,09-04-2022,Diana Bell,United States,New York City,AMER,NAMER,Sprint Nextel,1081,Communications,SMB,Support,20.04,3,0,9.6192,2022,4,2
AMER-2022-130477,09-04-2022,Diana Bell,United States,New York City,AMER,NAMER,Sprint Nextel,1081,Communications,SMB,Marketing Suite - Gold,64.96,2,0,2.5984,2022,4,2
AMER-2022-130477,09-04-2022,Diana Bell,United States,New York City,AMER,NAMER,Sprint Nextel,1081,Communications,SMB,Support,12.96,2,0,6.2208,2022,4,2
EMEA-2023-143259,31-12-2023,Katherine Dowd,United Kingdom,London,EMEA,UKIR,Morgan Stanley,1068,Finance,SMB,Marketing Suite,323.136,4,0.2,12.1176,2023,12,4
EMEA-2023-143259,31-12-2023,Katherine Dowd,United Kingdom,London,EMEA,UKIR,Morgan Stanley,1068,Finance,SMB,Site Analytics,90.93,7,0,2.7279,2023,12,4
EMEA-2023-143259,31-12-2023,Katherine Dowd,United Kingdom,London,EMEA,UKIR,Morgan Stanley,1068,Finance,SMB,ContactMatcher,52.776,3,0.2,19.791,2023,12,4
EMEA-2021-133627,31-05-2021,Angela Churchill,Saudi Arabia,Dhahran,EMEA,MEA,Valero Energy,1093,Energy,Enterprise,SaaS Connector Pack,22.2,6,0,9.102,2021,5,2
EMEA-2023-102519,28-11-2023,Peter Ellison,Italy,Milan,EMEA,EU,Volkswagen,1046,Manufacturing,Strategic,SaaS Connector Pack,46.94,1,0,19.2454,2023,11,4
APJ-2020-141215,15-06-2020,Lillian Hodges,Japan,Osaka,APJ,JAPN,Merck,1064,Healthcare,Strategic,ContactMatcher,99.918,2,0.3,-18.5562,2020,6,2
APJ-2022-165218,06-03-2022,Connor McDonald,Japan,Aichi,APJ,JAPN,Chevron,1017,Energy,Strategic,SaaS Connector Pack - Gold,149.352,3,0.2,50.4063,2022,3,1
APJ-2022-165218,06-03-2022,Connor McDonald,Japan,Aichi,APJ,JAPN,Chevron,1017,Energy,Strategic,Marketing Suite - Gold,12.992,1,0.2,-0.812,2022,3,1
EMEA-2020-138296,05-12-2020,Lucas Mathis,Spain,Alicante,EMEA,EU-WEST,Lowes,1060,Retail,SMB,Marketing Suite - Gold,24.56,2,0,6.8768,2020,12,4
EMEA-2021-111164,11-04-2021,Jane Stewart,United Kingdom,London,EMEA,UKIR,Honda Motor,1045,Manufacturing,SMB,Data Smasher,85.14,3,0,34.9074,2021,4,2
EMEA-2021-111164,11-04-2021,Jane Stewart,United Kingdom,London,EMEA,UKIR,Honda Motor,1045,Manufacturing,SMB,Site Analytics,21.99,1,0,10.5552,2021,4,2
EMEA-2020-132962,13-09-2020,Liam Murray,France,Paris,EMEA,EU-WEST,American Express,1005,Finance,SMB,Support,15.552,3,0.2,5.4432,2020,9,3
EMEA-2021-115091,05-10-2021,Jonathan Lawrence,Spain,Madrid,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,Enterprise,ChatBot Plugin,46.2,4,0,12.936,2021,10,4
EMEA-2021-115091,05-10-2021,Jonathan Lawrence,Spain,Madrid,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,Enterprise,OneView,28.84,2,0,9.5172,2021,10,4
AMER-2023-144932,15-04-2023,Ella Henderson,Mexico,Cancun,AMER,LATAM,Intel,1051,Tech,SMB,ChatBot Plugin,14.592,3,0.2,2.5536,2023,4,2
AMER-2023-144932,15-04-2023,Ella Henderson,Mexico,Cancun,AMER,LATAM,Intel,1051,Tech,SMB,ChatBot Plugin,89.856,3,0.2,21.3408,2023,4,2
AMER-2023-144932,15-04-2023,Ella Henderson,Mexico,Cancun,AMER,LATAM,Intel,1051,Tech,SMB,Support,13.872,3,0.2,5.0286,2023,4,2
EMEA-2023-114216,03-09-2023,Molly Scott,France,Paris,EMEA,EU-WEST,American Express,1005,Finance,SMB,Support,12.192,3,0.2,4.1148,2023,9,3
EMEA-2022-140081,21-06-2022,Edward Mathis,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,Support,45.056,8,0.2,15.2064,2022,6,2
EMEA-2022-140081,21-06-2022,Edward Mathis,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,Support,15.552,3,0.2,5.4432,2022,6,2
EMEA-2022-140081,21-06-2022,Edward Mathis,France,Paris,EMEA,EU-WEST,Airbus,1030,Manufacturing,Enterprise,OneView,447.696,2,0.2,33.5772,2022,6,2
AMER-2021-148250,13-12-2021,Justin Scott,United States,Columbus,AMER,NAMER,Nestle,1089,Consumer Products,Strategic,Support,12.96,2,0,6.2208,2021,12,4
AMER-2021-148250,13-12-2021,Justin Scott,United States,Columbus,AMER,NAMER,Nestle,1089,Consumer Products,Strategic,OneView,134.48,4,0,34.9648,2021,12,4
AMER-2022-105760,20-06-2022,Max Ross,United States,Los Angeles,AMER,NAMER,Goldman Sachs Group,1042,Finance,Strategic,Support,17.12,2,0,8.0464,2022,6,2
AMER-2022-142958,14-12-2022,Connor McDonald,United States,Springfield,AMER,NAMER,Chevron,1017,Energy,Strategic,ContactMatcher,6.096,2,0.2,2.2098,2022,12,4
AMER-2021-120880,29-05-2021,Kevin Morrison,Canada,Toronto,AMER,NAMER,AmerisourceBergen,1007,Healthcare,SMB,Support,32.4,5,0,15.552,2021,5,2
EMEA-2023-110576,29-11-2023,Gordon Greene,France,Paris,EMEA,EU-WEST,Lowes,1060,Retail,Enterprise,Support,15.552,3,0.2,5.4432,2023,11,4
EMEA-2023-110576,29-11-2023,Gordon Greene,France,Paris,EMEA,EU-WEST,Lowes,1060,Retail,Enterprise,Support,25.344,6,0.2,7.92,2023,11,4
EMEA-2023-131156,04-04-2023,Faith Gray,France,Paris,EMEA,EU-WEST,Costco Wholesale,1025,Retail,SMB,SaaS Connector Pack,25.472,4,0.2,7.6416,2023,4,2
APJ-2023-136539,29-12-2023,Gavin White,Japan,Sapporo,APJ,JAPN,Mondelez International,1067,Consumer Products,SMB,ChatBot Plugin,27.168,2,0.2,2.7168,2023,12,4
APJ-2023-136539,29-12-2023,Gavin White,Japan,Sapporo,APJ,JAPN,Mondelez International,1067,Consumer Products,SMB,Marketing Suite,78.8528,2,0.32,-11.596,2023,12,4
EMEA-2023-119305,01-12-2023,Luke Davidson,Ukraine,Kyiv,EMEA,EU-EAST,Ford Motor,1009,Manufacturing,SMB,Marketing Suite - Gold,173.8,5,0,43.45,2023,12,4
AMER-2023-102414,16-05-2023,Jonathan Ball,Chile,Santiago,AMER,LATAM,AmerisourceBergen,1007,Healthcare,SMB,Site Analytics,29.592,1,0.2,2.5893,2023,5,2
AMER-2023-102414,16-05-2023,Jonathan Ball,Chile,Santiago,AMER,LATAM,AmerisourceBergen,1007,Healthcare,SMB,Support,15.552,3,0.2,5.6376,2023,5,2
AMER-2023-152142,15-11-2023,Evan Ross,United States,Los Angeles,AMER,NAMER,Sysco,1084,Consumer Products,Strategic,FinanceHub,321.568,2,0.2,28.1372,2023,11,4
EMEA-2021-160059,27-11-2021,Luke McDonald,United Arab Emirates,Abu Dhabi,EMEA,MEA,Panasonic,1091,Tech,Enterprise,ContactMatcher,6.24,2,0,3.0576,2021,11,4
AMER-2022-120859,02-09-2022,Luke Mills,United States,Los Angeles,AMER,NAMER,Prudential Financial,1078,Finance,Strategic,SaaS Connector Pack - Gold,21.88,2,0,10.94,2022,9,3
EMEA-2020-127488,22-09-2020,Leonard Springer,Germany,Leipzig,EMEA,EU-WEST,Tyson Foods,1088,Consumer Products,SMB,FinanceHub,4.608,2,0.2,1.6704,2020,9,3
EMEA-2023-135279,10-04-2023,Jennifer Roberts,United Kingdom,London,EMEA,UKIR,Oracle,1072,Tech,Enterprise,FinanceHub,9.82,2,0,4.8118,2023,4,2
EMEA-2023-135279,10-04-2023,Jennifer Roberts,United Kingdom,London,EMEA,UKIR,Oracle,1072,Tech,Enterprise,ChatBot Plugin,35.97,3,0,9.7119,2023,4,2
EMEA-2023-135279,10-04-2023,Jennifer Roberts,United Kingdom,London,EMEA,UKIR,Oracle,1072,Tech,Enterprise,Support,12.96,2,0,6.2208,2023,4,2
EMEA-2023-135279,10-04-2023,Jennifer Roberts,United Kingdom,London,EMEA,UKIR,Oracle,1072,Tech,Enterprise,FinanceHub,8.64,3,0,4.2336,2023,4,2
EMEA-2020-115791,17-01-2020,Molly Rees,France,Paris,EMEA,EU-WEST,Goldman Sachs Group,1042,Finance,SMB,SaaS Connector Pack,127.104,6,0.2,28.5984,2020,1,1
EMEA-2020-115791,17-01-2020,Molly Rees,France,Paris,EMEA,EU-WEST,Goldman Sachs Group,1042,Finance,SMB,FinanceHub,30.072,3,0.2,10.1493,2020,1,1
EMEA-2023-103247,06-10-2023,Liam Churchill,United Kingdom,London,EMEA,UKIR,CVS Health,1026,Retail,Enterprise,Site Analytics,160.93,7,0,3.2186,2023,10,4
EMEA-2023-103247,06-10-2023,Liam Churchill,United Kingdom,London,EMEA,UKIR,CVS Health,1026,Retail,Enterprise,ContactMatcher,75.792,3,0.2,25.5798,2023,10,4
APJ-2021-157035,09-12-2021,Maria Dyer,India,Mumbai,APJ,IND,Nissan Motor,1098,Transportation,Strategic,Support,34.02,3,0,16.6698,2021,12,4
EMEA-2020-163419,11-11-2020,Lisa Edmunds,Russia,Moscow,EMEA,EU-EAST,Tesco,1059,Retail,SMB,ChatBot Plugin,3.392,1,0.2,0.8056,2020,11,4
APJ-2023-100314,30-09-2023,Maria Edmunds,Japan,Tokyo,APJ,JAPN,Caterpillar,1016,Manufacturing,Enterprise,FinanceHub,7.968,2,0.2,2.5896,2023,9,3
APJ-2023-100314,30-09-2023,Maria Edmunds,Japan,Tokyo,APJ,JAPN,Caterpillar,1016,Manufacturing,Enterprise,SaaS Connector Pack - Gold,27.968,4,0.2,9.4392,2023,9,3
APJ-2023-100314,30-09-2023,Maria Edmunds,Japan,Tokyo,APJ,JAPN,Caterpillar,1016,Manufacturing,Enterprise,Big Ol Database,336.51,3,0.4,44.868,2023,9,3
EMEA-2023-167899,22-05-2023,Alexander James,United Kingdom,Cardiff,EMEA,UKIR,Daimler,1052,Transportation,Strategic,ChatBot Plugin,17.97,3,0,5.2113,2023,5,2
EMEA-2022-110023,10-09-2022,Anthony Clark,United Kingdom,London,EMEA,UKIR,Honda Motor,1045,Manufacturing,SMB,ContactMatcher,14.624,2,0.2,5.484,2022,9,3
AMER-2022-105585,27-08-2022,Michael King,United States,Chicago,AMER,NAMER,FedEx,1036,Transportation,SMB,Storage,10.23,3,0,4.9104,2022,8,3
EMEA-2021-162537,28-10-2021,Emily Ogden,Ireland,Dublin,EMEA,UKIR,Cigna,1038,Healthcare,SMB,SaaS Connector Pack - Gold,10.67,1,0,4.9082,2021,10,4
EMEA-2021-162537,28-10-2021,Emily Ogden,Ireland,Dublin,EMEA,UKIR,Cigna,1038,Healthcare,SMB,Marketing Suite - Gold,36.63,3,0,9.8901,2021,10,4
EMEA-2021-162537,28-10-2021,Emily Ogden,Ireland,Dublin,EMEA,UKIR,Cigna,1038,Healthcare,SMB,SaaS Connector Pack,24.1,5,0,9.158,2021,10,4
EMEA-2021-162537,28-10-2021,Emily Ogden,Ireland,Dublin,EMEA,UKIR,Cigna,1038,Healthcare,SMB,SaaS Connector Pack,33.11,7,0,12.9129,2021,10,4
AMER-2022-155488,14-11-2022,Una Hudson,Canada,Ottawa,AMER,NAMER,AT&T,1010,Communications,Enterprise,ChatBot Plugin,44.02,2,0,11.4452,2022,11,4
EMEA-2021-124891,31-07-2021,Sean Taylor,United Kingdom,London,EMEA,UKIR,Engie,1062,Energy,SMB,Support,19.44,3,0,9.3312,2021,7,3
EMEA-2021-111199,13-11-2021,Joanne Walsh,Sweden,Stockholm,EMEA,NOR,Lowes,1060,Retail,SMB,Support,115.296,3,0.2,40.3536,2021,11,4
AMER-2021-105312,06-11-2021,Jan Hardacre,Chile,Puente Alto,AMER,LATAM,News Corp.,1071,Misc,SMB,SaaS Connector Pack - Gold,7.08,3,0.2,2.478,2021,11,4
EMEA-2023-106705,27-12-2023,Peter McLean,Netherlands,Amsterdam,EMEA,EU-WEST,Pfizer,1074,Healthcare,SMB,Support,44.75,5,0,20.585,2023,12,4
APJ-2023-135034,02-08-2023,Grace Hodges,Australia,Sydney,APJ,ANZ,Home Depot,1047,Retail,SMB,Site Analytics,95.984,2,0.2,5.999,2023,8,3
AMER-2020-158540,24-11-2020,Dominic Lawrence,United States,Seattle,AMER,NAMER,ConocoPhillips,1024,Energy,SMB,SaaS Connector Pack,151.72,4,0,27.3096,2020,11,4
AMER-2023-118437,18-06-2023,Sally Berry,Canada,Calgary,AMER,NAMER,Tesco,1059,Retail,SMB,SaaS Connector Pack,155.25,3,0,46.575,2023,6,2
AMER-2023-118437,18-06-2023,Sally Berry,Canada,Calgary,AMER,NAMER,Tesco,1059,Retail,SMB,Marketing Suite - Gold,14.03,1,0,4.0687,2023,6,2
AMER-2021-126214,21-12-2021,Emily Ross,Canada,Toronto,AMER,NAMER,American Express,1005,Finance,SMB,Data Smasher,99.6,1,0,36.852,2021,12,4
AMER-2021-133025,17-09-2021,Joshua Lyman,United States,New York City,AMER,NAMER,Fannie Mae,1035,Finance,Enterprise,Support,32.4,5,0,15.552,2021,9,3
EMEA-2021-108665,06-07-2021,Alexandra May,United Kingdom,London,EMEA,UKIR,Walgreens,1095,Retail,Strategic,SaaS Connector Pack,13.96,2,0,6.7008,2021,7,3
EMEA-2021-108665,06-07-2021,Alexandra May,United Kingdom,London,EMEA,UKIR,Walgreens,1095,Retail,Strategic,Site Analytics,124.95,5,0,2.499,2021,7,3
EMEA-2021-124450,27-04-2021,Michelle Langdon,Austria,Vienna,EMEA,EU-WEST,Lukoil,1044,Energy,SMB,ChatBot Plugin,22.74,3,0,8.8686,2021,4,2
EMEA-2021-167269,16-06-2021,Lily North,France,Paris,EMEA,EU-WEST,American Express,1005,Finance,SMB,SaaS Connector Pack - Gold,6.208,2,0.2,2.1728,2021,6,2
AMER-2023-106964,18-12-2023,Boris Baker,United States,New York City,AMER,NAMER,Phillips 66,1056,Energy,Enterprise,ContactMatcher,11.808,2,0.2,4.2804,2023,12,4
AMER-2022-126529,11-01-2022,Audrey Bower,Mexico,Toluca,AMER,LATAM,Alphabet,1053,Tech,Enterprise,Support,15.552,3,0.2,5.4432,2022,1,1
AMER-2022-126529,11-01-2022,Audrey Bower,Mexico,Toluca,AMER,LATAM,Alphabet,1053,Tech,Enterprise,Support,63.312,3,0.2,20.5764,2022,1,1
AMER-2022-126529,11-01-2022,Audrey Bower,Mexico,Toluca,AMER,LATAM,Alphabet,1053,Tech,Enterprise,Site Analytics,15.588,2,0.4,-9.8724,2022,1,1
AMER-2020-163552,11-07-2020,Richard Davidson,Argentina,Mendoza,AMER,LATAM,Intel,1051,Tech,Strategic,FinanceHub,14.4,5,0,7.056,2020,7,3
AMER-2022-109820,21-11-2022,Owen Hill,Mexico,Guadalajara,AMER,LATAM,Walgreens,1095,Retail,SMB,Support,15.696,3,0.2,5.1012,2022,11,4
EMEA-2022-113061,23-04-2022,Dan Davidson,Poland,Warsaw,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,Enterprise,SaaS Connector Pack,86.62,2,0,8.662,2022,4,2
AMER-2021-127418,13-06-2021,Victoria Henderson,United States,New York City,AMER,NAMER,Costco Wholesale,1025,Retail,SMB,ContactMatcher,36.624,3,0.2,13.734,2021,6,2
EMEA-2023-121818,21-11-2023,Theresa Paige,Sweden,Gothenburg,EMEA,NOR,Panasonic,1091,Tech,SMB,ChatBot Plugin,23.968,7,0.2,2.6964,2023,11,4
EMEA-2023-121818,21-11-2023,Theresa Paige,Sweden,Gothenburg,EMEA,NOR,Panasonic,1091,Tech,SMB,ChatBot Plugin,28.728,3,0.2,1.7955,2023,11,4
EMEA-2022-102981,07-09-2022,Max McGrath,United Kingdom,London,EMEA,UKIR,Mitsubishi,1050,Manufacturing,SMB,Data Smasher,31.86,2,0,11.151,2022,9,3
APJ-2023-115651,10-07-2023,Chloe May,Australia,Sydney,APJ,ANZ,Chevron,1017,Energy,Strategic,ChatBot Plugin,8.84,5,0.2,2.9835,2023,7,3
APJ-2023-152702,13-10-2023,Jasmine Metcalfe,Australia,Melbourne,APJ,ANZ,Banco Santander,1101,Finance,Enterprise,FinanceHub,254.604,14,0.3,-18.186,2023,10,4
EMEA-2022-169103,09-03-2022,Pippa Brown,Germany,Hamburg,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,SMB,SaaS Connector Pack,102.36,3,0.2,-3.8385,2022,3,1
AMER-2020-139192,27-05-2020,Rose Scott,United States,Los Angeles,AMER,NAMER,CVS Health,1026,Retail,SMB,Data Smasher,99.99,1,0,37.9962,2020,5,2
EMEA-2021-153500,03-07-2021,Thomas Ross,France,Paris,EMEA,EU-WEST,McKesson,1063,Consumer Products,Strategic,Support,6.72,2,0.2,2.436,2021,7,3
EMEA-2021-110667,04-04-2021,David Murray,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Enterprise,ChatBot Plugin,11.16,2,0,4.3524,2021,4,2
EMEA-2021-110667,04-04-2021,David Murray,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Enterprise,SaaS Connector Pack,108.4,2,0,22.764,2021,4,2
EMEA-2021-110667,04-04-2021,David Murray,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Enterprise,ContactMatcher,82.344,3,0.2,27.7911,2021,4,2
EMEA-2021-110667,04-04-2021,David Murray,United Kingdom,London,EMEA,UKIR,Samsung Electronics,1015,Tech,Enterprise,ContactMatcher,9.088,4,0.2,3.2944,2021,4,2
AMER-2023-167150,11-12-2023,Trevor Clark,United States,Seattle,AMER,NAMER,Allianz,1080,Finance,Strategic,ContactMatcher,19.936,4,0.2,7.2268,2023,12,4
AMER-2023-167150,11-12-2023,Trevor Clark,United States,Seattle,AMER,NAMER,Allianz,1080,Finance,Strategic,ContactMatcher,65.568,2,0.2,22.9488,2023,12,4
EMEA-2022-105284,25-11-2022,Zoe Lyman,France,Paris,EMEA,EU-WEST,UnitedHealth Group,1092,Healthcare,Enterprise,Storage,4.416,3,0.2,1.6008,2022,11,4
AMER-2021-161263,16-04-2021,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,1080,Finance,Strategic,OneView,45.216,3,0.2,4.5216,2021,4,2
AMER-2021-161263,16-04-2021,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,1080,Finance,Strategic,Storage,10.416,7,0.2,-2.2134,2021,4,2
AMER-2021-161263,16-04-2021,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,1080,Finance,Strategic,ChatBot Plugin,7.872,3,0.2,1.2792,2021,4,2
AMER-2021-161263,16-04-2021,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,1080,Finance,Strategic,Site Analytics,118.782,3,0.4,-27.7158,2021,4,2
AMER-2021-161263,16-04-2021,Victor Walsh,Mexico,Cancun,AMER,LATAM,Allianz,1080,Finance,Strategic,Storage,1.448,1,0.2,0.2353,2021,4,2
AMER-2022-157686,02-10-2022,John MacDonald,United States,Los Angeles,AMER,NAMER,Samsung Electronics,1015,Tech,SMB,FinanceHub,194.848,4,0.2,12.178,2022,10,4
APJ-2023-139955,29-09-2023,Sophie Cornish,Japan,Osaka,APJ,JAPN,Humana,1049,Healthcare,SMB,Support,1.744,1,0.2,-0.3488,2023,9,3
AMER-2021-144652,20-11-2021,Jan Hemmings,United States,New York City,AMER,NAMER,Mitsubishi,1050,Manufacturing,Enterprise,ChatBot Plugin,19.46,7,0,5.0596,2021,11,4
EMEA-2022-152814,29-04-2022,Leah MacLeod,Russia,Moscow,EMEA,EU-EAST,Lukoil,1044,Energy,Enterprise,Support,29.472,3,0.2,9.9468,2022,4,2
EMEA-2023-106943,15-11-2023,Ian McGrath,United Kingdom,London,EMEA,UKIR,Apple,1008,Tech,SMB,ContactMatcher,8.64,2,0.2,3.024,2023,11,4
AMER-2022-134348,13-11-2022,Carl Miller,Chile,Antofagasta,AMER,LATAM,Marathon Petroleum,1061,Energy,SMB,Data Smasher,31.984,2,0.2,1.999,2022,11,4
APJ-2022-161781,30-09-2022,Samantha Hardacre,India,Mumbai,APJ,IND,Apple,1008,Tech,Enterprise,ChatBot Plugin,40.88,7,0,10.6288,2022,9,3
AMER-2023-132521,24-09-2023,Rose Smith,Canada,Toronto,AMER,NAMER,Itochu,1032,Finance,SMB,OneView,119.96,2,0,33.5888,2023,9,3
AMER-2023-132521,24-09-2023,Rose Smith,Canada,Toronto,AMER,NAMER,Itochu,1032,Finance,SMB,Marketing Suite - Gold,31.44,3,0,8.4888,2023,9,3
AMER-2023-132521,24-09-2023,Rose Smith,Canada,Toronto,AMER,NAMER,Itochu,1032,Finance,SMB,ContactMatcher,6.88,1,0.2,2.322,2023,9,3
AMER-2021-110016,29-11-2021,Alison Coleman,Brazil,Ṣo Paulo,AMER,LATAM,Philip Morris International,1075,Consumer Products,Strategic,Support,19.92,4,0,9.3624,2021,11,4
EMEA-2022-143819,02-03-2022,Alison Davidson,United Kingdom,Woking,EMEA,UKIR,Fannie Mae,1035,Finance,SMB,Support,26.38,1,0,12.1348,2022,3,1
EMEA-2022-167584,13-08-2022,Amy Scott,Netherlands,Amsterdam,EMEA,EU-WEST,Walmart,1096,Retail,SMB,Support,6.48,1,0,3.1104,2022,8,3
AMER-2022-166163,16-08-2022,Irene Graham,United States,San Diego,AMER,NAMER,Sony,1028,Tech,Strategic,Site Analytics,71.976,3,0.2,7.1976,2022,8,3
AMER-2022-166163,16-08-2022,Irene Graham,United States,San Diego,AMER,NAMER,Sony,1028,Tech,Strategic,FinanceHub,3.15,1,0,1.512,2022,8,3
EMEA-2023-158407,05-06-2023,Evan Ross,Sweden,Gothenburg,EMEA,NOR,Sysco,1084,Consumer Products,Strategic,SaaS Connector Pack,31.984,2,0.2,1.999,2023,6,2
EMEA-2023-158407,05-06-2023,Evan Ross,Sweden,Gothenburg,EMEA,NOR,Sysco,1084,Consumer Products,Strategic,Site Analytics,71.984,2,0.2,25.1944,2023,6,2
AMER-2021-143490,06-12-2021,Pippa Blake,United States,Seattle,AMER,NAMER,Caterpillar,1016,Manufacturing,SMB,ChatBot Plugin,120.15,9,0,33.642,2021,12,4
AMER-2021-143490,06-12-2021,Pippa Blake,United States,Seattle,AMER,NAMER,Caterpillar,1016,Manufacturing,SMB,Site Analytics,219.184,2,0.2,19.1786,2021,12,4
APJ-2021-165085,27-12-2021,Penelope Ball,China,Shenzhen,APJ,APAC,Tesco,1059,Retail,Enterprise,Support,28.9,5,0,14.161,2021,12,4
EMEA-2023-160423,22-01-2023,Wanda Hardacre,Sweden,Stockholm,EMEA,NOR,Costco Wholesale,1025,Retail,Enterprise,Marketing Suite - Gold,348.208,7,0.2,30.4682,2023,1,1
AMER-2020-159338,25-06-2020,Chloe May,United States,New York City,AMER,NAMER,Chevron,1017,Energy,Strategic,ContactMatcher,447.84,5,0.2,11.196,2020,6,2
AMER-2022-107216,15-06-2022,Oliver Coleman,United States,Los Angeles,AMER,NAMER,Panasonic,1091,Tech,Enterprise,ChatBot Plugin,7.04,4,0,2.0416,2022,6,2
AMER-2022-107216,15-06-2022,Oliver Coleman,United States,Los Angeles,AMER,NAMER,Panasonic,1091,Tech,Enterprise,SaaS Connector Pack,8.73,3,0,4.1031,2022,6,2
AMER-2022-107216,15-06-2022,Oliver Coleman,United States,Los Angeles,AMER,NAMER,Panasonic,1091,Tech,Enterprise,Data Smasher,29.29,1,0,9.6657,2022,6,2
AMER-2022-107216,15-06-2022,Oliver Coleman,United States,Los Angeles,AMER,NAMER,Panasonic,1091,Tech,Enterprise,ChatBot Plugin,8.64,3,0,2.5056,2022,6,2
AMER-2022-112340,22-10-2022,Amy Edmunds,United States,Columbus,AMER,NAMER,Goldman Sachs Group,1042,Finance,SMB,Support,22.92,3,0,11.2308,2022,10,4
APJ-2022-110156,20-11-2022,Sam Parsons,Japan,Tokyo,APJ,JAPN,Siemens,1043,Manufacturing,SMB,Marketing Suite - Gold,100.704,6,0.2,-16.3644,2022,11,4
APJ-2022-110156,20-11-2022,Sam Parsons,Japan,Tokyo,APJ,JAPN,Siemens,1043,Manufacturing,SMB,Storage,58.368,12,0.2,21.888,2022,11,4
APJ-2022-110156,20-11-2022,Sam Parsons,Japan,Tokyo,APJ,JAPN,Siemens,1043,Manufacturing,SMB,SaaS Connector Pack - Gold,40.968,3,0.2,13.8267,2022,11,4
APJ-2022-110156,20-11-2022,Sam Parsons,Japan,Tokyo,APJ,JAPN,Siemens,1043,Manufacturing,SMB,Site Analytics,71.96,5,0.2,25.186,2022,11,4
APJ-2022-110156,20-11-2022,Sam Parsons,Japan,Tokyo,APJ,JAPN,Siemens,1043,Manufacturing,SMB,Support,10.368,2,0.2,3.6288,2022,11,4
AMER-2023-140585,19-12-2023,Faith Jones,United States,Louisville,AMER,NAMER,Sony,1028,Tech,SMB,ContactMatcher,46.672,2,0.2,16.3352,2023,12,4
AMER-2023-140585,19-12-2023,Faith Jones,United States,Louisville,AMER,NAMER,Sony,1028,Tech,SMB,Marketing Suite,119.833,1,0.15,-12.6882,2023,12,4
AMER-2022-144855,23-07-2022,Richard Carr,United States,Los Angeles,AMER,NAMER,Petrobras,1018,Energy,Strategic,FinanceHub,6.3,2,0,3.024,2022,7,3
EMEA-2021-142755,04-09-2021,Jacob Vaughan,Finland,Helsinki,EMEA,NOR,BNP Paribas,1065,Finance,SMB,Support,4.36,2,0,2.0492,2021,9,3
EMEA-2021-142755,04-09-2021,Jacob Vaughan,Finland,Helsinki,EMEA,NOR,BNP Paribas,1065,Finance,SMB,SaaS Connector Pack - Gold,15.28,2,0,7.4872,2021,9,3
EMEA-2020-147627,21-01-2020,Austin Peters,United Arab Emirates,Dubai,EMEA,MEA,Lowes,1060,Retail,SMB,ChatBot Plugin,22.96,7,0,6.6584,2020,1,1
